na:0243f	CONQUER	An agent CONQUERS a patient	bn:00082739v	Take possession of by force, as after an invasion	Colonize, conquer, take.
na:0244f	VERIFY	A cause makes an agent VERIFY a theme using an instrument	bn:00095516v	Confirm the truth of	Verify, check, control.
na:0245f	TAKE-SHELTER	An agent makes a theme TAKE SHELTER in a location (+attribute)	bn:00093607v	Provide shelter for	Take shelter.
na:0247f	CIRCULATE_SPREAD_DISTRIBUTE	An agent CIRCULATES-SPREADS-DISTRIBUTES a theme to a recipient from a source using an instrument (+attribute)	bn:00087063v	Distribute or disperse widely	Circulate, propagate, spread.
na:0248f	CONVERT	An agent CONVERTS a patient in a result from a source state  with a co-agent in favour of a beneficiary	bn:00085761v	Change the nature, purpose or function of something	Convert, transform.
na:0249f	COVER_SPREAD_SURMOUNT	An agent COVERS-SPREADS-SURMOUNTS a destination with a theme using an instrument	bn:00085903v	Provide with a covering or cause to be covered	Cover, coat, spread.
na:0251f	PROTECT	An agent PROTECTS a beneficiary from a theme using an instrument for a patient	bn:00092103v	Shield from danger, injury, destruction, or damage	Protect, guard, cover.
na:0253f	GIVE-UP_ABOLISH_ABANDON	An agent GIVES UP-ABOLISHES-ABANDONS a patient to a recipient in exchange for a co-patient	bn:00082119v	Give up with the intent of never claiming again	Give up, abandon, foreswear.
na:0255f	DISCARD	An agent DISCARDS theme from a source in favour of a beneficiary using an instrument on a location (+attribute)	bn:00084634v	Throw or cast away	Shed, throw away, discard.
na:0259f	ATTRACT_SUCK	An agent ATTRACTS-SUCKS a patient from a source to a destination using an instrument	bn:00082920v	Direct toward itself or oneself by means of some psychological power or physical attributes	Attract, suck in, draw in.
na:0260f	ABSTAIN_AVOID_REFRAIN	An agent ABSTAINS-AVOIDS-REFRAINS from using a theme from a source using an instrument	bn:00082958v	Stay clear from; keep away from; keep out of the way of someone or something	Avoid, abstain, refrain.
na:0261f	DIET	An agent DIETS	bn:00088050v	Abstain from eating	Diete, fast.
na:0264f	ACCOMPANY	An agent ACCOMPANIES a theme from a source to a destination (+attribute)	bn:00082222v	Go or travel along with	Accompany, escort, go with.
na:0266f	COMPENSATE	An agent COMPENSATE a theme with a co-theme	bn:00083045v	Bring into balance or equilibrium	Compensate, equilibrate, balance.
na:0267f	CHARGE	A cause makes an agent CHARGE a recipient of an asset	bn:00082852v	Charge (a person or a property) with a payment, such as a tax or a fine	Charge, bill, tax.
na:0272f	ACCUSE	An agent ACCUSES a theme to achieve a goal (+attribute)	bn:00082250v	Blame for, make a claim of wrongdoing or misbehavior against	Accuse, charge, blame.
na:0274f	CHANGE-TASTE	An agent CHANGES TASTE of a patient having a result using a material in favour of a beneficiary	bn:00084789v	Alter the flavor of	Change (taste).
na:0276f	HUNT	An agent HUNTS a theme using an instrument	bn:00089521v	Pursue for food or sport (as of wild animals)	Hunt.
na:0277f	BENEFIT_EXPLOIT	An agent BENEFITS-EXPLOITS a theme for a purpose	bn:00083413v	Derive a benefit from	Benefit from, exploit, take advantage.
na:0279f	EARN	A theme EARNS an asset from a source in favour of a beneficiary	bn:00084089v	Earn on some commercial or business transaction; earn as salary or wages	Earn.
na:0281f	SOLVE	An agent SOLVES a theme using an instrument	bn:00082649v	Understand the meaning of	Solve, unravel, troubleshoot.
na:0282f	TURN_CHANGE-DIRECTION	An agent makes a theme TURN-CHANGE DIRECTION to a destination from a source	bn:00095233v	Change orientation or direction, also in the abstract sense	Turn, turn away, veer.
