VerbAtlas 1.1.0 - SapienzaNLP - LICENSE: CC BY-SA-NC 4.0 - http://verbatlas.org
va:0017f	BEHAVE	A cause makes an agent BEHAVE in a manner attribute towards a recipient	bn:00082286v	Behave in a certain manner; show a certain behavior; conduct or comport oneself	Behave, act, play.
va:0018f	INCITE_INDUCE	An agent INCITES-INDUCES a patient using an instrument to do a result (+attribute)	bn:00082313v	Give an incentive for action	Spur, provoke, induce.
va:0021f	SUBJECTIVE-JUDGING	A cause makes an agent JUDGE a theme as a value	bn:00087763v	Form a critical opinion of	Judge, grade.
va:0022f	FOLLOW_SUPPORT_SPONSOR_FUND	An agent FOLLOWS-SUPPORTS-SPONSORS-FUNDS a beneficiary with an instrument to achieve a goal (+attribute)	bn:00082981v	Be behind; approve of 	Back, support, fund.
va:0024f	PROVE	An agent PROVES a theme to a recipient using an instrument (+attribute)	bn:00086567v	Establish the validity of something, as by an example, explanation or experiment	Prove, demonstrate, evidence.
va:0025f	AGREE_ACCEPT	An agent AGREES-ACCEPTS with a co-agent on a theme to a destination from a source (+attribute)	bn:00082475v	Be in accord; be in agreement	Accept, agree, be in accord.
va:0029f	STOP	An agent STOPS a theme or a topic in a location for an extent or from a source to a goal using an instrument (+attribute)	bn:00089154v	Come to a halt, stop moving	Stop, block, halt.
va:0030f	MOVE-ONESELF	An agent makes a theme MOVE ONESELF on a location for an extent from a source to a destination to a patient having a result (+ attribute)	bn:00083194v	Be in a state of action	Move (oneself).
va:0032f	REQUIRE_NEED_WANT_HOPE	A cause makes an agent REQUIRE-NEED-WANT-HOPE for a theme from a source for a beneficiary to achieve a goal in exchange for a co-theme	bn:00091028v	Have need of	Wish, desire, need.
va:0033f	FIND	An agent FINDS a theme in a location for a beneficiary using an instrument to achieve a goal (+attribute)	bn:00086708v	Discover or determine the existence, presence, or fact of	Find, discover, locate.
va:0034f	FLOW	A cause makes an theme FLOW from a source to a destination	bn:00085894v	Move along of liquids	Flow.
va:0035f	REPRIMAND	An agent REPRIMANDS a theme with an instrument (+attribute)	bn:00083177v	Censure severely or angrily	Chasten, rebuke, censure.
va:0038f	GIVE-BIRTH	An agent GIVES BIRTH to a patient (+attribute)	bn:00083222v	Cause to be born	Give birth, expect, bear.
va:0039f	CONTAIN	A location CONTAINS a value for a beneficiary	bn:00083225v	Contain or hold; have within	Contain, hold, carry.
va:0040f	POSSESS	An agent POSSESSES a theme for a beneficiary (+attribute)	bn:00089241v	Have ownership or possession of	Carry, have, hold.
va:0044f	EXHAUST	A stimulus EXHAUSTS an experiencer using an instrument	bn:00083268v	Wear out completely	Exhaust, strain.
va:0045f	BELIEVE	An agent BELIEVES a theme (+attribute)	bn:00083369v 	Accept as true; take to be true	Believe, trust, suppose.
va:0046f	BEGIN	An agent BEGINS a theme with an instrument from a source to reach a goal (+attribute)	bn:00083340v	Take the first step or steps in carrying out an action	Begin, start, commence.
va:0048f	DRINK	An agent DRINKS a patient from a source	bn:00087321v	Take in liquids	Drink.
va:0049f	RELY	An agent RELIES on a theme to achieve a goal	bn:00083095v	Have confidence or faith in	Rely on, depend on.
va:0050f	OBLIGE_FORCE	A cause makes an agent OBLIGES-FORCE a patient to do a goal from a source	bn:00085459v	Force somebody to do something	Obligate, force, oblige.
va:0051f	EAT_BITE	An agent EATS a patient	bn:00087460v	Take in solid food	Eat, bite.
va:0052f	HARMONIZE	An agent HARMONIZES a theme with a goal for a purpose	bn:00089218v	Bring (several things) into consonance or relate harmoniously	Harmonize, readapt, concord.
va:0053f	DISAPPEAR	An agent makes a patient DISAPPEAR from a location for an extent to a destination-state	bn:00086880v	Become invisible or unnoticeable	Disappear, vanish.
va:0054f	JUMP	A cause makes a theme JUMP a patient from a source to a destination for an extent	bn:00083833v	Move forward by leaps and bounds	Jump, skip, hop.
va:0056f	ROLL	An agent ROLLS a theme in a location (+attribute)	bn:00092995v	Cause to move by turning over or in a circular manner of as if on an axis	Curl, roll, roll up.
va:0057f	RESERVE	An agent reserve a THEME for a beneficiary (+attribute)	bn:00083774v	Arrange for and reserve (something for someone else) in advance	Reserve, hold, book up.
va:0058f	BREAK_DETERIORATE	An agent BREAKS-DETERIORATES a patient using an instrument having a result (+attribute)	bn:00083901v	Become separated into pieces or fragments	Break, crack, break into pieces.
va:0059f	EMIT	A source EMITS a theme to a destination for an extent (+attribute)	bn:00087565v	Give off, send forth, or discharge; as of light, heat, or radiation, vapor, etc.	Emit, radiate.
va:0060f	BRING	An agent BRINGS a theme to a destination from a source in favour of a beneficiary (+attribute)	bn:00084058v	Take something or somebody with oneself somewhere	Bring, convey.
va:0061f	BULGE-OUT	An agent makes a theme BULGE OUT from a source to a destination	bn:00084194v	Pop outward	Protrude, bulge, pop out.
va:0062f	KILL	An agent KILLS a patient with an instrument in a location (+attribute)	bn:00090098v	Cause to die; put to death, usually intentionally or knowingly	Kill, extinguish, wipe out.
va:0064f	CALCULATE_ESTIMATE	A cause makes an agent CALCULATE-ESTIMATE the value of a theme for each co-theme to reach a goal	bn:00082743v	Judge tentatively or form an estimate of (quantities or time)	Assess, calculate, estimate.
va:0065f	NAME	An agent NAMES a theme with a result (+attribute)	bn:00088735v	Communicate with a place or person; establish communication with as if by telephone	Name, call, title.
va:0066f	COMMUNICATE_CONTACT	An agent COMMUNICATES-CONTACTS a patient or a recipient about a topic	bn:00088735v	Communicate with a place or person; establish communication with as if by telephone	Contact, call.
va:0067f	SUMMON	A cause makes an agent SUMMON a patient in a location for a beneficiary to achieve a goal	bn:00094589v	Ask to come	Summon, call in.
va:0068f	VISIT	An agent VISITS a location from a source for an extent	bn:00084390v 	Pay a brief visit	Visit, drop by.
va:0069f	READ	An agent READS a theme regarding a topic to a recipient	bn:00092424v	Interpret something that is written or printed	Read.
va:0071f	LURE_ENTICE	An agent LURES-ENTICES an experiencer with an instrument from a source to achieve a goal	bn:00087689v	Provoke someone to do something through (often false or exaggerated) promises or persuasion	Tempt, entice, lure.
va:0072f	ORDER	An agent ORDERS a patient (+attribute)	bn:00087644v	Give instructions to or direct somebody to do something with authority	Order, ordain, dictate.
va:0074f	CONSIDER	An agent CONSIDERS a theme as attribute to achieve a goal	bn:00085648v	Give careful consideration to	Consider, reconsider.
va:0076f	REMEMBER	An agent REMEMBERS a theme to a recipient (+attribute)	bn:00084413v	Recall knowledge from memory; have a recollection	Remember, recall, remind.
va:0077f	RECALL	An agent RECALLS a theme from a source	bn:00084412v	Cause to be returned	Call back, retire.
va:0078f	DISMISS_FIRE-SMN	An agent DISMISSES-FIRES a theme from a source	bn:00084451v	Terminate the employment of; discharge from an office or position	Dismiss, fire, force out.
va:0079f	CATCH	An agent CATCHES a theme from a source in a location in favour of a beneficiary (+attribute)	bn:00084654v	Take hold of so as to seize or restrain or stop the motion of	Catch, grab, clutch.
va:0080f	IMPLY	A cause IMPLIES a topic for a recipient	bn:00087672v	Have as a logical consequence	Imply, connote, entail.
va:0081f	WIN	An agent WINS a patient of an asset for a beneficiary in a theme against a co-agent	bn:00095777v	Be the winner in a contest or competition; be victorious	Win.
va:0082f	INCLUDE-AS	An agent INCLUDES a patient in a goal with an instrument (+attribute)	bn:00089660v	Have as a part, be made up out of	Encompass, comprise, include.
va:0083f	SEND	An agent SENDS a theme to a destination	bn:00090548v	Cause to be directed or transmitted to another place	Send, send off.
va:0086f	PERSUADE	An agent PERSUADES a patient to do a result	bn:00091565v	Cause somebody to adopt a certain position, belief, or course of action; twist somebody's arm	Persuade, dissuade.
va:0089f	GROW_PLOW	An agent GROWS-PLOWS a patient with an instrument on a location	bn:00089085v	Cause to grow or develop	Grow, fructify, crop.
va:0091f	ADJUST_CORRECT	An agent ADJUSTS-CORRECTS a patient with an instrument from a source-state to a goal-state for a purpose producing a product	bn:00082357v	Alter or regulate so as to achieve accuracy or conform to a standard	Adjust, correct.
va:0092f	HIT	An agent HITS a patient with an instrument with a result (+attribute)	bn:00089347v	Deal a blow to, either with the hand or with an instrument	Hit, beat, smash.
va:0093f	UNDERSTAND	An experiencer UNDERSTANDS a stimulus (+attribute)	bn:00095375v	Know and comprehend the nature or meaning of	Understand, realize.
va:0094f	HEAR_LISTEN	An experiencer HEARS-LISTENS a stimulus from a source	bn:00089277v	Perceive (sound) via the auditory sense	Hear, listen.
va:0096f	THINK	An agent THINKS about a theme (+attribute)	bn:00084733v	Use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments	Think, wonder, contemplate.
va:0097f	TAKE-A-SERVICE_RENT	An agent TAKES A SERVICE-RENTS a theme for a goal from a source for an asset for an extent-time	bn:00090267v	Let for money	Lease, rent, charter.
va:0099f	CHOOSE	A cause makes an agent CHOOSE a theme from a source for a goal (+attribute)	bn:00084931v	Pick out, select, or choose from a number of alternatives	Choose, vote, prefer.
va:0101f	APPROVE_PRAISE	An agent APPROVES-PRAISES a theme for an attribute in favour of a beneficiary with an instrument on a location	bn:00091913v	Express approval of	Congratulate, praise, glorify.
va:0103f	RESULT_CONSEQUENCE	An agent with a co-agent makes a theme RESULT-HAVE AS CONSEQUENCE a goal using an instrument	bn:00092913v	Come about or follow as a consequence	Have a result or a consequence.
va:0104f	EXIST-WITH-FEATURE	A cause makes a theme EXISTS WITH THE FEATURE attribute to achieve a goal having a value	bn:00083181v	Have the quality of being; (copula, used with an adjective or a predicate noun)	Be something, have a feature.
va:0105f	COME-FROM	An agent COMES FROM a source	bn:00091204v	Originate	Come from, issue forth, originate in.
va:0111f	HAPPEN_OCCUR	An agent makes a theme and a co-theme HAPPEN to an experiencer in a location (+attribute)	bn:00085337v	Come to pass	Happen, occur, fall.
va:0112f	COME-AFTER_FOLLOW-IN-TIME	An agent makes a theme COME AFTER-FOLLOW IN TIME a co-theme (+attribute)	bn:00088422v	Be later in time	Come after, follow (in time).
va:0113f	START-FUNCTIONING	An agent makes a patient START FUNCTIONING	bn:00085374v	Start running functioning or operating	Start functioning, go on.
va:0114f	CONTINUE	An agent with a co-agent make a theme CONTINUE from a source to a destination using an instrument (+attribute)	bn:00085714v	Continue a certain state condition or activity	Continue, keep, persist.
va:0119f	LEAVE_DEPART_RUN-AWAY	A cause makes a theme LEAVE-DEPART-RUN AWAY from a source to a destination at a time (+attribute +idiom)	bn:00088939v	Go away from a place	Depart, go away, leave.
va:0121f	COMMUNE	An agent gives COMMUNION to a theme (+attribute)	bn:00093253v	Give religious sanction to, such as through on oath	Administer Communion, bless.
va:0122f	TRANSMIT	An agent TRANSMITS a theme from a source to a recipient with an instrument	bn:00084790v	Send from one person or place to another	Transmit, transfer.
va:0124f	IMAGINE	A cause makes an agent IMAGINE a theme (+attribute)	bn:00085516v	Form a mental image of something that is not present or that is not the case	Imagine, visualize, daydream.
va:0125f	LEAD_GOVERN	An agent LEADS-GOVERNS a theme with an instrument for a beneficiary (+attribute)	bn:00089260v	Be in charge of	Lead, direct, chair.
va:0126f	RESTRAIN	A cause RESTRAINS a patient from a goal using an instrument	bn:00083834v	Place limits on (extent or access)	Restrain, confine, restrict.
va:0128f	PRESERVE	An agent PRESERVES a patient against a theme	bn:00083242v	Keep or maintain in unaltered condition; cause to remain or last	Preserve, conserve.
va:0129f	GUESS	An agent GUESSES a theme with an asset to a recipient	bn:00082668v	Make a prediction about; tell in advance	Guess, foretell, vaticinate.
va:0130f	DECREE_DECLARE	An agent DECREES-DECLARES result a theme regarding a topic to a recipient (+attribute)	bn:00086420v	Decide with authority	Declare, rule.
va:0131f	TAKE-INTO-ACCOUNT_CONSIDER	An agent TAKES INTO ACCOUNT-CONSIDERS a theme (+attribute)	bn:00085650v	Show consideration for; take into account	Take into account, consider, weigh.
va:0133f	WASTE	An agent WASTES a patient to achieve a goal	bn:00095663v	Use inefficiently or inappropriately	Waste, squander, blow.
va:0134f	DESTROY	An agent DESTROYS a patient with an instrument having a result	bn:00086699v	Destroy completely; damage irreparably	Ruin, smash, destroy.
va:0135f	CONSUME_SPEND	An agent CONSUMES-SPENDS a patient from a source to achieve a goal using an instrument in favour of a beneficiary	bn:00085692v	Use up (resources or materials)	Spend, consume, exhaust.
va:0137f	GO-FORWARD	A cause makes an agent GO FORWARD from a source to a destination  for an extent using an instrument on a location to achieve a goal	bn:00088912v	Change location; move travel or proceed also metaphorically	Go forward.
va:0138f	CONTRACT-AN-ILLNESS_INFECT	An agent makes a patient CONTRACT-BE INFECTED BY a theme from a source	bn:00085727v	Be stricken by an illness, fall victim to an illness	Contract an illness, infect.
va:0139f	CORRODE_WEAR-AWAY_SCRATCH	An agent CORRODES-WEARS AWAY-SCRATCHES a patient with an instrument from a source	bn:00087466v	Wear away or erode	Scrape, corrode.
va:0140f	CRY	An agent CRIES a theme regarding a topic to a recipient	bn:00086122v	Shed tears because of sadness, rage, or pain	Cry, wail, weep.
va:0141f	KNOCK-DOWN	An agent KNOCKS DOWN a patient with an instrument for an extent from a source to a destination	bn:00086221v	Cause to come or go down	Knock down, cut down, pull down.
va:0142f	WET	An agent WETS a patient with an instrument	bn:00095714v	Cause to become wet	Wet, sprinkle, moisten.
va:0143f	ARGUE-IN-DEFENSE	An agent ARGUES a theme regarding a topic IN DEFENSE of a co-agent	bn:00086452v	Argue or speak in defense of	Defend, support, fend for.
va:0145f	RESIST	An experiencer RESISTS a stimulus to achieve a goal	bn:00089411v	Stand up or offer resistance to somebody or something	Resist, withstand, defy.
va:0147f	CARRY-OUT-ACTION	A cause makes an agent CARRY OUT AN ACTION-patient using an instrument to achieve a goal	bn:00082285v	Perform an action or work out or perform (an action)	Make, do, execute.
va:0148f	DIVERSIFY	An agent DIVERSIFIES a patient having a result using an instrument from a source state for an extent	bn:00087094v	Make (more) diverse	Diversify, variegate, differentiate.
va:0149f	CHANGE-HANDS	An agent makes a theme CHANGE HANDS with a co-agent or with a co-theme	bn:00084780v	Be transferred to another owner	Change (hands), transfer.
va:0150f	ENJOY	An experiencer ENJOYS a stimulus using an instrument	bn:00083145v	Derive or receive pleasure from; get enjoyment from; take pleasure in	Enjoy.
va:0152f	SPILL_POUR	An agent SPILL-POUR a theme from a source to a destination	bn:00093899v	Cause or allow (a liquid substance) to run or flow from a container	Spill, pour, extravasate.
va:0153f	MOVE-SOMETHING	An agent MOVES a theme from a source to a destination for an extent using an instrument to achieve a goal (+attribute)	bn:00087012v	Cause to move or shift into a new position or place both in a concrete and in an abstract sense	Move (something).
va:0154f	REPLACE	An agent REPLACES a theme of a source state with a co-agent leaving the place to a co-theme for a beneficiary	bn:00092816v	Substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected)	Replace, exchange, substitute.
va:0155f	WASH_CLEAN	An agent WASHES-CLEANS a patient of a theme using an instrument having a result	bn:00085059v	Make clean by removing dirt filth or unwanted substances from	Wash, clean, rinse.
va:0156f	DEFEAT	An agent DEFEATS a patient in a theme (competition) to achieve a goal	bn:00083247v	Come out better in a competition race or conflict	Beat, defeat, overcome.
va:0157f	AMELIORATE	An agent AMELIORATES a patient of an extent using an instrument with a result starting from a material	bn:00082573v	To make better	Refine, make better.
va:0159f	CELEBRATE_PARTY	An agent CELEBRATES-PARTIES a theme (+attribute)	bn:00084715v	Have a celebration	Commemorate, celebrate.
va:0160f	EXCRETE	A cause makes a source EXCRETE a theme to a destination	bn:00087499v	Eliminate from the body	Excrete, expectorate, bleed.
va:0162f	SHOW	An agent SHOWS a theme to a recipient from a source on a location (+attribute)	bn:00093682v	Make visible or noticeable	Show, expose, exhibit.
va:0165f	UNDERGO-EXPERIENCE	An experiencer UNDERGOES AN EXPERIENCE from a stimulus	bn:00095355v	Pass through	Undergo, experience.
va:0166f	EXTRACT	An agent EXTRACTS a theme from a source in a location using an instrument	bn:00086642v	Pull up by or as if by the roots	Extract, distil, dig.
va:0167f	EXTEND	An agent EXTENDS a theme of an extent from a source to a destination using an instrument	bn:00087905v	Stretch out over a distance space time or scope; run or extend between two points or beyond a certain point	Extend, stretch out.
va:0170f	FIT	An agent makes a value FIT in a location	bn:00088240v	Be the right size or shape; fit correctly or as desired	Fit, suit, accommodate.
va:0173f	FOLLOW-IN-SPACE	An agent FOLLOWS IN SPACE a theme on a location	bn:00088421v	To travel behind go after come after	Follow in space, heel.
va:0174f	LOCATE-IN-TIME_DATE	An agent LOCATES IN TIME-DATES a theme to a destination	bn:00086299v	Provide with a dateline; mark with a date	Date, locate in time.
va:0175f	TRAVEL	A cause makes an agent TRAVEL on a location to a destination	bn:00088748v	Move around; move from place to place	Travel, wander.
va:0176f	ANALYZE	An agent ANALYZES a theme for a beneficiary to achieve a goal (+attribute)	bn:00082596v	Consider in detail and subject to an analysis in order to discover essential features or meaning	Analyze, examine, scan.
va:0177f	INFORM	An agent INFORMS a recipient of a topic using an instrument	bn:00089724v	Impart knowledge of some fact state or affairs or event to	Inform, report, tell.
va:0181f	PRECLUDE_FORBID_EXPEL	An agent PRECLUDES-FORBIDS a theme or EXPELS a beneficiary from a theme using an instrument (+attribute)	bn:00086877v 	Command against	Prevent, preclude, forbid.
va:0182f	LIBERATE_ALLOW_AFFORD	An agent LIBERATES-ALLOWS-AFFORDS a patient from a source in favour of  a beneficiary	bn:00082536v	Make it possible through a specific action or lack of action for something to happen	Allow, afford, liberate.
va:0183f	OPERATE	An agent OPERATES a patient with a co-agent using an instrument on a location to achieve a goal (+attribute)	bn:00085744v	Handle and cause to function	Operate, run, work.
va:0185f	BUY	An agent BUYS a theme at an asset from a source for a beneficiary	bn:00084331v	Obtain by purchase; acquire by means of a financial transaction	Buy, purchase.
va:0186f	RECEIVE	An agent RECEIVES a theme of a value from a source (+attribute)	bn:00089246v	Get something; come into possession of	Receive, get.
va:0188f	ORGANIZE	An agent ORGANIZES a theme and a co-theme with a material having a result in favour of a beneficiary (+attribute)	bn:00086870v	Organize (the production of something) into an industry	Organize, set up.
va:0189f	GIVE_GIFT	An agent GIVES-GIFTS a theme in exchange for a co-theme to a recipient to achieve a goal from a source (+attribute)	bn:00088815v	Transfer possession of something concrete or abstract to somebody	Give, grant, present.
va:0196f	COMPARE	An agent COMPARES a theme to a co-theme	bn:00085450v	Examine and note the similarities or differences of	Make a comparison.
va:0197f	SEARCH	An agent SEARCHES a theme on a location to achieve a goal	bn:00090460v	Try to locate or discover, or try to establish the existence of	Search, browse, explore.
va:0198f	HELP_HEAL_CARE_CURE	An agent HELPS-HEALS-CARES-CURES a beneficiary from a theme using an instrument having a result	bn:00082481v	Give help or assistance; be of service	Heal, relieve, save.
va:0200f	HAVE-SEX	A cause makes an agent HAVE SEX with a co-agent (+theme)	bn:00083081v	Have sexual intercourse with	Have sex, make out.
va:0201f	AFFECT	An agent makes a stimulus AFFECT an experiencer with a theme using an instrument	bn:00082426v	Have an effect upon	Affect.
va:0202f	SHOOT_LAUNCH_PROPEL	An agent SHOOTS-LAUNCHES-PROPELS a theme to a destination	bn:00090214v	Propel with force	Shoot, fire, propel.
va:0204f	ATTACK_BOMB	An agent ATTACKS-BOMBS a patient due to a topic using an instrument (+attribute)	bn:00082838v	Launch an attack or assault on; begin hostilities or start warfare with	Attack, assail, storm.
va:0205f	COURT	An agent COURTS a co-agent	bn:00085896v	Make amorous advances towards	Flirt, court.
va:0206f	SECURE_FASTEN_TIE	An agent SECURES-FASTENS-TIES a patient to a co-patient using an instrument (+attribute)	bn:00088052v	Cause to be firmly attached	Tie, bind, fasten.
va:0207f	STABILIZE_SUPPORT-PHYSICALLY	An agent STABILIZES-SUPPORTS PHYSICALLY a patient on a location using an instrument	bn:00083855v	Support or hold steady and make steadfast with or as if with a brace	Stabilize physically, hold, brace.
va:0212f	CLOSE	An agent CLOSES a patient from a source to a goal using an instrument	bn:00085162v	Move so that an opening or passage is obstructed; make shut	Close, seal, shut.
va:0213f	MEAN	A theme MEANS a co-theme	bn:00089805v	Mean or intend to express or convey	Mean, signify, intend.
va:0216f	RECORD	An agent RECORDS a theme on a destination using an instrument (+attribute)	bn:00091603v	Register (perceptual input)	Record, register.
va:0217f	ALLY_ASSOCIATE_MARRY	A cause makes an agent ALLY-ASSOCIATE-MARRY a co-agent for a theme using an instrument having a result	bn:00082869v	Bring or come into association or action	Ally, associate, marry.
va:0219f	RAISE	An agent RAISES a theme of an extent on a location from a source to a destination	bn:00084110v	Raise from a lower to a higher position	Lift, ascend, raise.
va:0222f	OVERLAP	An agent OVERLAPS a patient on a co-patient for an extent	bn:00091311v	Coincide partially or wholly	Overlap, intersect.
va:0225f	STUDY	A cause makes an agent STUDY a topic	bn:00090266v	Be a student of a certain subject	Study, learn.
va:0227f	PROPOSE	An agent PROPOSES a topic to a recipient to achieve a goal (+attribute)	bn:00082417v	Make a proposal declare a plan for something	Propose, suggest, submit.
va:0228f	TOUCH	An agent TOUCHES an experiencer to a destination using an instrument (+attributes)	bn:00095040v	Make physical contact with, come in contact with	Touch, rub, manipulate.
va:0229f	SELL	An agent SELLS a theme to a recipient for an asset in favour of a beneficiary compared to a co-agent (+attribute)	bn:00093472v	Exchange or deliver for money or its equivalent	Sell, deal, market.
va:0231f	NOURISH_FEED	An agent NOURISHES-FEEDS a recipient with a theme using an instrument to achieve a goal	bn:00091098v	Provide with nourishment	Nourish, feed.
va:0233f	SPEND-TIME_PASS-TIME	An agent SPENDS-PASSES an asset of TIME to achieve a goal	bn:00083190v	Spend or use time	Spend time, pass time.
va:0234f	THROW	An agent THROWS a theme to a destination	bn:00094934v	Propel through the air	Throw, pitch, toss.
va:0235f	SUPPOSE	An agent SUPPOSES a theme (+attribute)	bn:00092001v	Take for granted or as a given; suppose beforehand	Suppose, assume, take for granted.
va:0236f	INTERPRET	An agent INTERPRETS a theme from a source as an attribute	bn:00085683v	Make sense of; assign a meaning to	Interpret, see as.
va:0239f	REMOVE_TAKE-AWAY_KIDNAP	An agent REMOVES-TAKES AWAY-KIDNAPS a patient in exchange for a co-patient from a source to a destination for an extent using an instrument	bn:00092783v	Remove something concrete as by lifting, pushing or taking off or remove something abstract	Strip, remove, take out.
va:0240f	MAKE-A-SOUND	An agent MAKES a patient do A SOUND theme from a source to a recipient on a location (+attribute)	bn:00088919v	Make a certain noise or sound	Make a sound.
va:0241f	REDUCE_DIMINISH	An agent REDUCES-DIMINISHES the attribute of a patient of an extent from a source-state to a goal-state using an instrument on a location	bn:00084079v	Cut down on; make a reduction in	Reduce, moderate, shorten.
va:0242f	MOVE-BY-MEANS-OF	An agent MOVES BY MEANS OF an instrument or MOVES a theme to a destination (+attribute)	bn:00087340v	Proceed along in a vehicle	Move (by means of something).
va:0243f	CONQUER	An agent CONQUERS a patient	bn:00082739v	Take possession of by force, as after an invasion	Colonize, conquer, take.
va:0244f	VERIFY	A cause makes an agent VERIFY a theme using an instrument	bn:00095516v	Confirm the truth of	Verify, check, control.
va:0245f	TAKE-SHELTER	An agent makes a theme TAKE SHELTER in a location (+attribute)	bn:00093607v	Provide shelter for	Take shelter.
va:0247f	CIRCULATE_SPREAD_DISTRIBUTE	An agent CIRCULATES-SPREADS-DISTRIBUTES a theme to a recipient from a source using an instrument (+attribute)	bn:00087063v	Distribute or disperse widely	Circulate, propagate, spread.
va:0248f	CONVERT	An agent CONVERTS a patient in a result from a source state  with a co-agent in favour of a beneficiary	bn:00085761v	Change the nature, purpose or function of something	Convert, transform.
va:0249f	COVER_SPREAD_SURMOUNT	An agent COVERS-SPREADS-SURMOUNTS a destination with a theme using an instrument	bn:00085903v	Provide with a covering or cause to be covered	Cover, coat, spread.
va:0251f	PROTECT	An agent PROTECTS a beneficiary from a theme using an instrument for a patient	bn:00092103v	Shield from danger, injury, destruction, or damage	Protect, guard, cover.
va:0253f	GIVE-UP_ABOLISH_ABANDON	An agent GIVES UP-ABOLISHES-ABANDONS a patient to a recipient in exchange for a co-patient	bn:00082119v	Give up with the intent of never claiming again	Give up, abandon, foreswear.
va:0255f	DISCARD	An agent DISCARDS theme from a source in favour of a beneficiary using an instrument on a location (+attribute)	bn:00084634v	Throw or cast away	Shed, throw away, discard.
va:0259f	ATTRACT_SUCK	An agent ATTRACTS-SUCKS a patient from a source to a destination using an instrument	bn:00082920v	Direct toward itself or oneself by means of some psychological power or physical attributes	Attract, suck in, draw in.
va:0260f	ABSTAIN_AVOID_REFRAIN	An agent ABSTAINS-AVOIDS-REFRAINS from using a theme from a source using an instrument	bn:00082958v	Stay clear from; keep away from; keep out of the way of someone or something	Avoid, abstain, refrain.
va:0261f	DIET	An agent DIETS	bn:00088050v	Abstain from eating	Diete, fast.
va:0264f	ACCOMPANY	An agent ACCOMPANIES a theme from a source to a destination (+attribute)	bn:00082222v	Go or travel along with	Accompany, escort, go with.
va:0266f	COMPENSATE	An agent COMPENSATE a theme with a co-theme	bn:00083045v	Bring into balance or equilibrium	Compensate, equilibrate, balance.
va:0267f	CHARGE	A cause makes an agent CHARGE a recipient of an asset	bn:00082852v	Charge (a person or a property) with a payment, such as a tax or a fine	Charge, bill, tax.
va:0272f	ACCUSE	An agent ACCUSES a theme to achieve a goal (+attribute)	bn:00082250v	Blame for, make a claim of wrongdoing or misbehavior against	Accuse, charge, blame.
va:0274f	CHANGE-TASTE	An agent CHANGES TASTE of a patient having a result using a material in favour of a beneficiary	bn:00084789v	Alter the flavor of	Change (taste).
va:0276f	HUNT	An agent HUNTS a theme using an instrument	bn:00089521v	Pursue for food or sport (as of wild animals)	Hunt.
va:0277f	BENEFIT_EXPLOIT	An agent BENEFITS-EXPLOITS a theme for a purpose	bn:00083413v	Derive a benefit from	Benefit from, exploit, take advantage.
va:0279f	EARN	A theme EARNS an asset from a source in favour of a beneficiary	bn:00084089v	Earn on some commercial or business transaction; earn as salary or wages	Earn.
va:0281f	SOLVE	An agent SOLVES a theme using an instrument	bn:00082649v	Understand the meaning of	Solve, unravel, troubleshoot.
