abandonment.n.01	the act of giving something up	GIVE-UP_ABOLISH_ABANDON	1	CHANGE_SWITCH	1	BETRAY	1
aid.n.02	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	HELP_HEAL_CARE_CURE	2	AMELIORATE	2	WORK	1	SIMPLIFY	1
care.n.01	the work of providing treatment for or attending to someone or something	HELP_HEAL_CARE_CURE	3	MANAGE	1
trouble.n.03	an event causing distress or pain	CAUSE-MENTAL-STATE	2	HURT_HARM_ACHE	1
broadcast.n.02	a radio or television show	TRANSMIT	1	CIRCULATE_SPREAD_DISTRIBUTE	1
transmission.n.02	communication by means of transmitted signals	TRANSMIT	1	CIRCULATE_SPREAD_DISTRIBUTE	1
airlift.n.01	transportation of people or goods by air (especially when other means of access are unavailable)	CARRY_TRANSPORT	1	RAISE	1
coordination.n.02	the regulation of diverse elements into an integrated and harmonious operation	ADJUST_CORRECT	1	MANAGE	1	MATCH	1
easing.n.02	the act of reducing something unpleasant (as pain or annoyance)	HELP_HEAL_CARE_CURE	2	MAKE-RELAX	1
emblem.n.02	a visible symbol representing an abstract idea	INTERPRET	1	REPRESENT	1
parcel.n.02	the allotment of some amount by dividing something	SHARE	2	GIVE_GIFT	1
change.n.01	an event that occurs when something passes from one state or phase to another	CHANGE_SWITCH	1	DIVERSIFY	1	UNDERGO-EXPERIENCE	1	ADJUST_CORRECT	1
change.n.03	the action of changing something	CHANGE_SWITCH	1	DIVERSIFY	1
change.n.04	the result of alteration or modification	CHANGE_SWITCH	1	DIVERSIFY	1	UNDERGO-EXPERIENCE	1
falsification.n.02	a willful perversion of facts	DECEIVE	2	FAKE	1	REPRESENT	1
interjection.n.02	the action of interjecting or interposing an action or remark that interrupts	DECEIVE	1	INSERT	1
controversy.n.01	a contentious speech act; a dispute where there is strong disagreement	QUARREL_POLEMICIZE	1	SPEAK	1	FACE_CHALLENGE	1	CRITICIZE	1
debate.n.02	the formal presentation of a stated proposition and the opposition to it (usually followed by a vote)	QUARREL_POLEMICIZE	1	DISCUSS	1
dispute.n.01	a disagreement or argument about something important	QUARREL_POLEMICIZE	1	FACE_CHALLENGE	1	DISTINGUISH_DIFFER	1
dispute.n.02	coming into conflict with	QUARREL_POLEMICIZE	1	VIOLATE	1
fight.n.02	the act of fighting; any contest or struggle	FIGHT	2	QUARREL_POLEMICIZE	1
reversal.n.04	a decision to reverse an earlier decision	INVERT_REVERSE	1	CANCEL_ELIMINATE	1
switch.n.07	the act of changing one thing or position for another	CHANGE_SWITCH	3	INVERT_REVERSE	1	CHANGE-HANDS	1	REPLACE	1
tack.n.05	(nautical) the act of changing tack	INVERT_REVERSE	1	TURN_CHANGE-DIRECTION	1
mix.n.02	an event that combines things in a mixture	COMBINE_MIX_UNITE	2	HARMONIZE	1	ADD	1	MESS	1
mystification.n.03	the activity of obscuring people's understanding, leaving them baffled or bewildered	COMPLEXIFY	2	CAUSE-MENTAL-STATE	1
amble.n.01	a leisurely walk (usually in some public place)	MOVE-ONESELF	3	TRAVEL	2
ambush.n.01	the act of concealing yourself and lying in wait to attack by surprise	ATTACK_BOMB	1	HUNT	1
amelioration.n.01	the act of relieving ills and changing for the better	AMELIORATE	1	INCREASE_ENLARGE_MULTIPLY	1
correction.n.01	the act of offering an improvement to replace a mistake; setting right	ADJUST_CORRECT	2	HELP_HEAL_CARE_CURE	1
redress.n.02	act of correcting an error or a fault or an evil	ADJUST_CORRECT	1	PAY	1
reparation.n.04	something done or paid in expiation of a wrong	ADJUST_CORRECT	1	PAY	1
diversion.n.01	an activity that diverts or amuses or stimulates	CAUSE-MENTAL-STATE	1	PLAY_SPORT/GAME	1
entertainment.n.01	an activity that is diverting and that holds the attention	CAUSE-MENTAL-STATE	1	ENJOY	1
examen.n.01	a detailed inspection of your conscience (as done daily by Jesuits)	ANALYZE	1	TRY	1
survey.n.01	a detailed critical inspection	ANALYZE	3	CONSIDER	1	VERIFY	1
rock.n.07	pitching dangerously to one side	GO-FORWARD	3	INCLINE	2	MOVE-ONESELF	1	MOVE-SOMETHING	1
brutalization.n.03	an act that makes people cruel or lacking normal human qualities	WORSEN	1	CHANGE_SWITCH	1
refreshment.n.02	activity that refreshes and recreates; activity that renews your health and spirits by enjoyment and relaxation	AROUSE_WAKE_ENLIVEN	1	COOL	1	WASH_CLEAN	1
annealing.n.01	hardening something by heat treatment	PREPARE	1	CHANGE-APPEARANCE/STATE	1
temperance.n.03	the act of tempering	PREPARE	1	CHANGE-APPEARANCE/STATE	1
annihilation.n.01	destruction by annihilating something	KILL	1	FORGET	1	CANCEL_ELIMINATE	1
destruction.n.02	an event (or the result of an event) that completely destroys something	CANCEL_ELIMINATE	3	KILL	2	DESTROY	2
nullification.n.02	the act of nullifying; making null and void; counteracting or overriding the effect or force of something	COMPENSATE	2	CANCEL_ELIMINATE	1	LEAD_GOVERN	1
payment.n.02	the act of paying money	PAY	3	SETTLE_CONCILIATE	1
obviation.n.01	the act of preventing something by anticipating and disposing of it effectively	PRECLUDE_FORBID_EXPEL	2	REACT	1	ABSTAIN_AVOID_REFRAIN	1
justification.n.03	the act of defending or explaining or making excuses for by reasoning; - H.J.Muller	JUSTIFY_EXCUSE	1	GROUND_BASE_FOUND	1
dressing.n.06	the activity of getting dressed; putting on clothes	DRESS_WEAR	2	EMBELLISH	1
appeal.n.03	(law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial	REQUIRE_NEED_WANT_HOPE	1	FACE_CHALLENGE	1
attraction.n.02	an entertainment that is offered to the public	LIKE	1	ATTRACT_SUCK	1
pacification.n.01	the act of appeasing someone or causing someone to be more favorably inclined	MAKE-RELAX	1	REDUCE_DIMINISH	1
placation.n.01	the act of placating and overcoming distrust and animosity	MAKE-RELAX	1	BEFRIEND	1
application.n.01	the act of bringing something to bear; using it for a particular purpose	APPLY	2	USE	1	SPEAK	1
use.n.01	the act of using	USE	2	WORK	1	CARRY-OUT-ACTION	1
application.n.03	the work of applying something	PUT_APPLY_PLACE_PAVE	1	COVER_SPREAD_SURMOUNT	1
custom.n.01	accepted or habitual practice	APPLY	1	BEHAVE	1
practice.n.01	a customary way of operation or behavior	APPLY	1	SHAPE	1
practice.n.04	the exercise of a profession	APPLY	1	WORK	1
enforcement.n.01	the act of enforcing; ensuring observance of or obedience to	CARRY-OUT-ACTION	1	OBLIGE_FORCE	1
nomination.n.01	the act of officially naming a candidate	ASSIGN-smt-to-smn	2	PROPOSE	1
care.n.05	attention and management implying responsibility for safety	ASSIGN-smt-to-smn	1	MANAGE	1	WORK	1
commission.n.06	a formal statement of a command or injunction to do something	ASSIGN-smt-to-smn	1	TEACH	1	ASK_REQUEST	1
mission.n.03	a special assignment that is given to a person or group	ASSIGN-smt-to-smn	3	ORDER	1
juxtaposition.n.01	the act of positioning close together (or side by side)	BORDER	2	SORT_CLASSIFY_ARRANGE	1
measurement.n.01	the act or process of assigning numbers to phenomena according to a rule	MEASURE_EVALUATE	2	CALCULATE_ESTIMATE	1	EXIST-WITH-FEATURE	1
reappraisal.n.01	a new appraisal or evaluation	MEASURE_EVALUATE	3	INCREASE_ENLARGE_MULTIPLY	1	ANALYZE	1
comprehension.n.01	an ability to understand the meaning or importance of something (or the knowledge acquired as a result)	UNDERSTAND	1	PERCEIVE	1
apprehension.n.04	the act of apprehending (especially apprehending a criminal)	CAGE_IMPRISON	1	CATCH	1
approach.n.02	the act of drawing spatially closer to something	GO-FORWARD	1	ARRIVE	1
conquest.n.01	the act of conquering	STEAL_DEPRIVE	1	PRECLUDE_FORBID_EXPEL	1	OVERCOME_SURPASS	1	SUBJUGATE	1
judgment.n.04	the cognitive process of reaching a decision or drawing conclusions	CALCULATE_ESTIMATE	1	SUBJECTIVE-JUDGING	1
intervention.n.01	the act of intervening (as to mediate a dispute, etc.)	NEGOTIATE	1	PARTICIPATE	1
argumentation.n.02	a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning	EXPLAIN	1	SHOW	1
emergence.n.01	the gradual beginning or coming forth	BEGIN	1	SHOW	1	CHANGE-APPEARANCE/STATE	1
initiation.n.02	the act of starting something for the first time; introducing something new	ESTABLISH	4	BEGIN	2	AUTHORIZE_ADMIT	1	INSERT	1
origin.n.03	an event that is a beginning; a first part or stage of subsequent events	BEGIN	2	COME-FROM	1
rise.n.02	the act of changing location in an upward direction	RAISE	3	AROUSE_WAKE_ENLIVEN	1
arming.n.01	the act of equiping with weapons in preparation for war	PREPARE	1	LOAD_PROVIDE_CHARGE_FURNISH	1
energizing.n.01	the activity of causing to have energy and be active	AROUSE_WAKE_ENLIVEN	1	INCREASE_ENLARGE_MULTIPLY	1
energy.n.01	(physics) a thermodynamic quantity equivalent to the capacity of a physical system to do work; the units of energy are joules or ergs	AROUSE_WAKE_ENLIVEN	1	INCREASE_ENLARGE_MULTIPLY	1
attainment.n.02	arrival at a new stage	ARRIVE	1	REACH	1
confiscation.n.01	seizure by the government	STEAL_DEPRIVE	1	REMOVE_TAKE-AWAY_KIDNAP	1
articulation.n.03	expressing in coherent verbal form	SPEAK	2	PRONOUNCE	1	EXPLAIN	1
conceptualization.n.01	inventing or contriving an idea or explanation and formulating it mentally	SPEAK	1	THINK	1	CREATE_MATERIALIZE	1	AMELIORATE	1
decision.n.01	the act of making up your mind about something	DECIDE_DETERMINE	2	SETTLE_CONCILIATE	2	CALCULATE_ESTIMATE	1	DECREE_DECLARE	1
determination.n.01	the act of determining the properties of something, usually by research or calculation	CALCULATE_ESTIMATE	1	VERIFY	1	FIND	1	PRECLUDE_FORBID_EXPEL	1
attribution.n.02	assigning to a cause or source	ASCRIBE	1	SORT_CLASSIFY_ARRANGE	1
questioning.n.01	a request for information	ASK_REQUEST	3	ANALYZE	1
invitation.n.01	a request (spoken or written) to participate or be present or take part in something	HOST_MEAL_INVITE	4	ASK_REQUEST	2
blot.n.02	an act that brings discredit to the person who does it	ACCUSE	1	DIRTY	1
meeting.n.04	the social act of assembling for some common purpose	GROUP	1	MEET	1
delegating.n.01	authorizing subordinates to make certain decisions	ASSIGN-smt-to-smn	3	ASK_REQUEST	1
categorization.n.03	the act of distributing things into classes or categories of the same type	SORT_CLASSIFY_ARRANGE	3	SEPARATE_FILTER_DETACH	1
sort.n.04	an operation that segregates items into groups according to a specified criterion	SORT_CLASSIFY_ARRANGE	1	ANALYZE	1
presumption.n.04	a kind of discourtesy in the form of an act of presuming	BEHAVE	2	SUPPOSE	1
reassurance.n.01	the act of reassuring; restoring someone's confidence	MAKE-RELAX	1	GUARANTEE_ENSURE_PROMISE	1
atomization.n.01	separating something into fine particles	SEPARATE_FILTER_DETACH	1	BREAK_DETERIORATE	1
atrophy.n.02	any weakening or degeneration (especially through lack of use)	BREAK_DETERIORATE	1	WORSEN	1
fastening.n.02	the act of fastening things together	ATTACH	1	SECURE_FASTEN_TIE	1
impoundment.n.01	placing private property in the custody of an officer of the law	REMOVE_TAKE-AWAY_KIDNAP	1	RESTRAIN	1
undertaking.n.01	any piece of work that is undertaken or attempted	BEGIN	1	PLAN_SCHEDULE	1	WORK	1	TRY	1	ASSIGN-smt-to-smn	1
rarefaction.n.01	a decrease in the density of something	CONVERT	1	REDUCE_DIMINISH	1
attenuation.n.01	weakening in force or intensity	WEAKEN	2	WORSEN	1
pull.n.01	the act of pulling; applying force to move something toward or with you	PULL	2	ATTRACT_SUCK	1
pull.n.02	the force used in pulling	ATTRACT_SUCK	1	PULL	1
examination.n.01	the act of examining something closely (as for mistakes)	ANALYZE	2	VERIFY	1
scrutiny.n.02	a prolonged intense look	VERIFY	1	ANALYZE	1
auspice.n.01	a favorable omen	SIGNAL_INDICATE	1	BEGIN	1
prefiguration.n.02	the act of providing vague advance indications; representing beforehand	SIGNAL_INDICATE	1	IMAGINE	1
authentication.n.02	validating the authenticity of something or someone	GUARANTEE_ENSURE_PROMISE	2	PROVE	1	AUTHORIZE_ADMIT	1
automation.n.01	the act of implementing the control of equipment with advanced technology; usually involving electronic hardware	AUTOMATIZE	1	CHANGE-APPEARANCE/STATE	1
retaliation.n.01	action taken in return for an injury or offense	PUNISH	1	ATTACK_BOMB	1
navigation.n.01	the guidance of ships or airplanes from place to place	MOVE-BY-MEANS-OF	1	DIRECT_AIM_MANEUVER	1
piloting.n.02	the occupation of a pilot	MOVE-BY-MEANS-OF	1	DIRECT_AIM_MANEUVER	1
gurgle.n.01	the bubbling sound of water flowing from a bottle with a narrow neck	FLOW	1	MAKE-A-SOUND	1
ripple.n.01	a small wave on the surface of a liquid	FLOW	1	MOVE-SOMETHING	1
tattle.n.01	disclosing information or giving evidence about another	SPEAK	1	INFORM	1
indulgence.n.03	the act of indulging or gratifying a desire	TREAT	1	CAUSE-MENTAL-STATE	1	SATISFY_FULFILL	1	CARRY-OUT-ACTION	1
backing.n.01	the act of providing approval and support	FOLLOW_SUPPORT_SPONSOR_FUND	3	HELP_HEAL_CARE_CURE	1
support.n.02	aiding the cause or policy or interests of	FOLLOW_SUPPORT_SPONSOR_FUND	2	ARGUE-IN-DEFENSE	1
gambling.n.01	the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)	BID	4	PLAY_SPORT/GAME	2
withdrawal.n.01	a retraction of a previously held position	MOVE-BACK	1	SPEAK	1
gripe.n.01	informal terms for objecting	OFFEND_DISESTEEM	1	OPPOSE_REBEL_DISSENT	1	SPEAK	1
packing.n.03	carrying something in a pack on the back	TRAVEL	1	CARRY_TRANSPORT	1
backsliding.n.01	a failure to maintain a higher state	WORSEN	2	REDUCE_DIMINISH	1	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	1
tease.n.03	the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances	CAUSE-MENTAL-STATE	1	OFFEND_DISESTEEM	1	JOKE	1
shock.n.06	an unpleasant or disappointing surprise	CAUSE-MENTAL-STATE	2	HURT_HARM_ACHE	1
blunder.n.01	an embarrassing mistake	MESS	2	MISTAKE	1
spoil.n.02	the act of spoiling something by causing damage to it	MESS	1	DEBASE_ADULTERATE	1
inflation.n.04	the act of filling something with air	INCREASE_ENLARGE_MULTIPLY	1	FILL	1
ostracism.n.02	the act of excluding someone from society by general consent	DRIVE-BACK	1	ABSTAIN_AVOID_REFRAIN	1
dressing.n.07	the act of applying a bandage	ENCLOSE_WRAP	1	PUT_APPLY_PLACE_PAVE	1
slam.n.03	a forceful impact that makes a loud noise	HIT	1	THROW	1
bang.n.02	a sudden very loud noise	MAKE-A-SOUND	3	HIT	1
fertilization.n.01	creation by the physical union of male and female gametes; of sperm and ova in an animal or pollen and ovule in a plant	HAVE-SEX	1	INSERT	1	AROUSE_WAKE_ENLIVEN	1
banishment.n.02	rejection by means of an act of banishing or proscribing someone	DRIVE-BACK	1	PRECLUDE_FORBID_EXPEL	1
banking.n.02	transacting business with a bank; depositing or withdrawing funds or requesting a loan etc.	CARRY-OUT-ACTION	1	RETAIN_KEEP_SAVE-MONEY	1
fete.n.01	an elaborate party (often outdoors)	COOK	1	EAT_BITE	1	CELEBRATE_PARTY	1
heave.n.04	an involuntary spasm of ineffectual vomiting	EXCRETE	1	TRY	1
exhortation.n.01	a communication intended to urge or persuade the recipients to take some action	INCITE_INDUCE	1	OBLIGE_FORCE	1
exhortation.n.02	the act of exhorting; an earnest attempt at persuasion	INCITE_INDUCE	1	OBLIGE_FORCE	1
barter.n.01	an equal exchange	CHANGE-HANDS	2	REPLACE	1
enjoyment.n.02	act of receiving pleasure from something	LIKE	2	ENJOY	1
battle.n.01	a hostile meeting of opposing military forces in the course of a war	FIGHT	2	FACE_CHALLENGE	1
character.n.04	an actor's portrayal of someone in a play	REPRESENT	1	PERFORM	1	JOKE	1
drift.n.01	a force that moves something along	TRAVEL	1	MOVE-SOMETHING	1	PERSUADE	1
gust.n.01	a strong current of air	TRAVEL	1	AIR	1	BREATH_BLOW	1
beam.n.04	a column of light (as from a beacon)	LIGHT_SHINE	1	LIGHTEN	1	EMIT	1
